,Strategy_1,Strategy_2,Strategy_3,Strategy_4,Strategy_5,Strategy_6,Strategy_7,Strategy_8,Strategy_9,Strategy_10
2020-01-26,-0.03963097023796294,-0.010674557183486661,-0.0003618403085260129,-0.01995476200392173,0.035543617177151335,0.008124212708765679,-0.01126431480417109,-0.006753393495732875,-0.010506228498958707,-0.009209578333844146
2020-01-27,0.005372755519043382,0.0005421954896270365,-0.0043765501248430125,0.02688357381569903,0.1393886172190523,0.0015914424321903991,0.016144896595827747,-0.0015261392771384334,0.020064047500472863,0.013351080049088835
2020-01-28,-0.001615515500775008,-0.015715388685181377,-0.009876122863852843,-0.0006179677115423377,-0.08502497230830185,-0.002633108784819174,0.007627050945352848,-0.010941575509858612,0.0389842145912115,0.01813644303873778
2020-01-29,0.04998337643075372,-0.0023577615925203183,-0.012212172273041269,-0.021909272261173052,0.13485980334412231,0.0010328884293411007,-0.0013100659786226137,0.005746982746716273,0.008850493262352405,-0.014928990659179749
2020-01-30,0.04808076309700855,0.01360710933476372,0.0004650480432305086,-0.003051075279727867,-0.10487724734691949,-5.930442057423238e-05,0.005841995255869897,-0.0015823715926000926,-0.016185017812206475,-0.0786710709416187
2020-01-31,0.00864842277090749,-0.010833215034506183,-0.0006905696021601349,0.03107696932418798,-0.048098066666384,0.008930533194619696,-0.005366129598182624,-0.0032127676260228387,0.04727572395050214,0.0016964903751387544
2020-02-01,0.015344875588065207,-0.004935070537119547,0.024313667888866047,0.0741638774094206,0.04739610467226639,-0.005315716297922155,-0.014318532687885322,0.005862350657877477,-0.0026444183279547267,0.10320730609200035
2020-02-02,-0.022633572428903383,-0.010743454002391989,-0.02234767576521044,-0.0385443165134578,0.007840499775255128,0.0009380509151424066,0.009072476184373129,-0.007755377947029194,0.004937929410584396,-0.10188440016687761
2020-02-03,-0.05542389404671781,-0.013904112829974391,0.003127265048166489,-0.016924591891592924,-0.18464589064092457,-1.0676118092446674e-05,0.009930989873732034,0.0031771467816304553,0.009457887640903115,-0.03153117122346986
2020-02-04,-0.006437364479784578,-0.01042492261673638,0.005704445366632342,-0.023131813310180178,-0.08444672350555207,0.00047691849148141265,0.0016444143426896443,-0.009822074015605878,0.0021121381040261336,-0.004092574289783139
2020-02-05,0.008690469073119402,0.002746708021621973,0.015596338626725962,-0.07966791106125344,0.07102690831361062,0.0034921765856490757,0.0002804331640643258,-0.0028107966983340438,-0.012247053799607818,0.015772615078440758
2020-02-06,0.04090872042183162,-0.019346206972705556,0.007018572067813133,-0.027332720759352603,0.17102966946264953,0.0029766009104249852,-0.02077144546507961,-0.005521099227998663,0.018235552536548533,0.05021845027106733
2020-02-07,0.04007139546353233,0.007688313956341843,-0.006442137038298618,-0.030835651629499323,0.07718727662405463,0.014348485742415817,-0.007844074682049434,0.00780987813606762,-0.03093773516370431,0.04669589789855845
2020-02-08,-0.0076198045222385675,0.036196043542197416,0.002000097614715961,0.04433922856351139,-0.018096268341203033,0.0001312439372236448,-0.004155083099489797,0.00933080438964667,-0.011027281717142807,0.057152417723221674
2020-02-09,-0.005069082517260067,0.017840883211546713,0.007423525721490291,0.000383001851968468,0.06772095189799447,0.016615322934488905,0.0028371059076593924,-0.0011470687595653256,-0.008256828773224888,0.06057602929447357
2020-02-10,-0.027456588952012775,-0.0008367110472322983,-0.0011350819699340888,-0.05181499060423366,-0.08750388574769798,-0.0020585302116663084,0.014350352259616402,0.004703666210717678,-0.024030450715083817,-0.02125810310101197
2020-02-11,-0.03860053811536926,-0.014752579281696727,0.009710117380694116,0.02763364082945603,0.04479358263761736,-0.0037773141727821258,-0.004696270866741285,-0.0003999320062617516,0.0065353046204934175,0.0027497081649027217
2020-02-12,-0.04718810571875037,-0.011943165875016752,-0.016680906545637635,-0.0074694765806360705,-0.10379682360731728,0.002007381887528521,-0.007301521386228953,0.0033403094366399096,0.008310730540238422,-0.014996104784264525
2020-02-13,0.06252326185695369,0.03684909202055493,0.019311846659804677,-0.05600993629337107,0.003251191949607369,0.004554384723493521,0.01005609590553474,-0.0032641859821073236,0.006266483240069754,0.02245677523843176
2020-02-14,-0.011289565452549605,0.00401615509552058,0.01667678010573413,-0.01588273745894697,-0.006456371087052803,0.0036961240644670097,-0.0007673637802304688,-0.008041696015835278,-0.0006693528924956596,-0.010032521875637607
2020-02-15,-0.00914222904833559,-0.009739912931387068,-0.0013567733852384747,-0.015600803289088503,0.06816692909034865,0.013919633833879633,-0.013186128233234725,-0.008515493292398705,0.02052550168918977,-0.03192246331405115
2020-02-16,-0.03358386080149778,0.0068183096933493205,0.008113407795737174,-0.02558588042168048,-0.0202371173702778,0.012393429788252842,0.012684806459360437,0.00241560925878756,0.05506089867012236,0.08169000968622786
2020-02-17,0.0273247106749573,0.04500510272957685,0.0024797059186818836,0.006039983537635582,0.10016020718496299,0.0059444039812108825,-0.008075014382799955,0.011737975264038499,0.034182811076337125,-0.0010121136721445469
2020-02-18,-0.04441693542673854,0.005403179049632584,-0.006291352890147787,-0.07368902186518121,-0.011739622278267008,-0.002363362591365529,-0.005114708764501711,0.0018470581525394352,-0.090047593028619,-0.020549190235899333
2020-02-19,-0.002382208406419061,0.015344062194148383,0.002877102184083314,-0.004371665269611968,0.07092229617044922,-6.143463071082685e-06,-0.009835198993959628,-0.0021230230970042618,0.038186005008816665,0.03799081322008562
2020-02-20,-0.02286399683581027,0.00900340639911655,0.012003658865506951,0.040461420466027305,0.06692818262033264,0.015133980179217837,0.004087709557468818,0.010060094311659704,-0.052093980758061,-0.043433549758176475
2020-02-21,0.01560707493577786,-0.004044996929870373,-0.0018109251751534995,0.03484792443339523,-0.14327006934388434,0.003212541228509997,0.011236813420021738,0.0016865092331859674,-0.04937339108431306,-0.015136215077075351
2020-02-22,-0.01132415412706619,-0.019850363960442804,-0.0017566942307899367,0.04378656249772474,0.007003798920845964,-0.012107731333797458,-0.0032550472443361677,0.0010071699260580773,0.007832886918775123,-0.023076627731717227
2020-02-23,-0.03141896552367236,-0.00398685444825755,0.0012552923710601903,0.044178672936161206,0.00687424411326862,-0.00589565232048181,0.0044636757306029725,0.0017628886777765877,-0.03653053279408158,-0.07397084100494142
2020-02-24,0.003154533149840354,-0.001177884667495562,0.006334963300765708,0.05706400961973889,-0.05829919396455481,-0.004775132332314081,-0.004214462768528868,-0.0001618859878342358,0.05061901596783713,-0.10122928660118835
2020-02-25,0.01684995611591253,0.014732463823643953,0.014783792302718682,-0.03414052395401278,0.01835285714857468,0.012522047703756749,0.02386607812175251,-0.0010473817029444021,0.024908972542827576,0.0026927100488720714
2020-02-26,0.005995516671495036,0.019779668277490097,-0.004346793051793623,0.034604169247001375,-0.1124427461756452,-7.1639848241478e-05,0.015527855311376725,-0.00667481733017777,-0.020343834577111086,-0.02124746344447532
2020-02-27,0.013074156932193442,0.021622041626071144,0.007083962426834318,-0.06013113351297399,0.048494817836033766,0.023601067737202705,-0.005454597189794897,0.003008120615905204,-0.04529752786637464,-0.021468268510135
2020-02-28,-0.015029662810428907,0.008711746505085176,0.00416116006263682,-0.01610097864025264,0.04478230836306933,0.0075661947026042725,0.005783410565026931,2.6122747800529187e-05,0.013919766047137969,0.035773937544975445
2020-02-29,-0.0068822349796141425,0.020702823285414562,-0.016586123861234973,-0.0620065215192035,0.028035643435858206,0.002248068253301947,0.009898247975820671,0.006465429611720053,0.04074868802970287,-0.030960195689390683
2020-03-01,-0.01617381343327853,-0.012087958819933055,-0.0021931648215268882,0.04168516292861893,0.20212673291598818,-0.003357039190284899,0.004762853867272944,-0.0013440923422392316,0.006885147058689965,0.0727455168587566
2020-03-02,-0.006786594846216238,0.028057363104665757,0.0006767110156325664,0.051680823680487036,0.032187471723846846,0.010721793096791724,-0.007081570301480978,-0.009031849392652341,0.06030446260841946,-0.06289340956032713
2020-03-03,-0.02039438846133362,0.013258596408360176,0.0016042976030639432,-0.0019095137705387472,0.00939768004405344,-0.0014071114226406937,-0.0011236697650035925,1.9468405256775536e-06,0.02001341753235219,-0.10673480820140803
2020-03-04,-0.047788478069950305,-0.0029618567020543137,0.005260034333869806,0.06711257609920772,-0.05458117598153879,-0.007241234534171207,0.007768099608915294,0.008997686483733405,0.02795080123054197,-0.004046026026266368
2020-03-05,0.009322784267612585,0.01277036293074994,-0.018403230487287155,-0.01861546286090997,0.027771296822401034,0.00668132717730888,0.004940829689096227,-0.0014171156146575627,-0.005182234991418552,0.020897153624643387
2020-03-06,-0.008053428086247856,0.0014885657395788856,0.002462555231416969,0.01027159028777578,-0.07294214408817966,0.0011275831670616416,-0.008068226391804387,-0.003949284305103747,0.015339216618745651,0.07138814467852281
2020-03-07,-0.044905950408981335,0.02563258774902854,-0.004776755773280415,0.010353099596686859,0.10574548938607244,0.01289060725824544,0.004969284244895723,-0.005467959611290915,-0.002794341399246552,-0.014749872556234087
2020-03-08,0.017883467665773225,0.03339633632844398,-0.01239439026738618,-0.032246834587778356,-0.04781156263795862,0.0002640668125115852,-0.00964647986818264,-0.004750084055376866,-0.05257233627989198,-0.010043907374180434
2020-03-09,-0.023218950931497263,0.04671150813066323,0.0072429643001034865,0.020328131394802874,0.016677562957727946,-0.02759687966622556,-0.020823233968059702,-0.0010009686840008153,0.07817532924006124,-0.0017895907855465989
2020-03-10,0.0055583618738841685,-0.024929926709762754,0.009352795760652025,0.07286424611401732,0.16320664130660226,0.008893664041799795,0.0022386306798025976,-0.005399910467291026,-0.00040569761532340334,0.10168425293897035
2020-03-11,0.025872716865326106,-0.02588227610859179,-0.004532502677920357,-0.03087258061128303,0.0971350048526917,-0.017777408839472625,0.010012012551344388,0.007988195577987918,0.007469475930979566,-0.06735361960759237
2020-03-12,0.007869487322722319,-0.007089317258929024,0.010424562815713401,0.0364768456044285,0.023412812685372812,0.016387561454090368,0.004918973871311603,-0.0009131761803769021,0.043912918669042844,0.018590046095338004
2020-03-13,0.038182020536299016,0.006200741388956609,-0.0018151648176508617,-0.0004077398164750619,0.11439360776398326,0.019213647385840686,0.015190173933204302,0.001043241857473651,0.007287841370605981,0.004090809583485514
2020-03-14,-0.033044774610609576,0.020523378422324497,0.0026648900914614487,0.06693695561528101,-0.00036469643623220863,-0.0032703138590481854,0.01799516350930412,0.007691197603668784,0.01046437215870663,-0.03339988315410475
2020-03-15,0.01607024923532647,0.009312698944832106,-0.008987389469960565,0.021932592166018564,0.06761871594344257,-0.01064701910115395,0.0040353062165877605,0.008016592602084554,0.016872102632511984,-0.010324576829936621
2020-03-16,-0.016544302728209396,-0.03744402431648006,0.017844870563956762,0.02866757399520718,0.005527196952639479,-0.012970740246682613,-0.005933372925605349,-0.0005636648350878042,-0.03053796847710399,0.009381199793257543
2020-03-17,-0.022123914475456453,-0.003124080252567436,-0.024594494563834883,0.02751071482085015,-0.068435050938757,0.009726546212518308,2.762946077618689e-05,0.002159871077442491,0.04974260430210212,-0.02920651352599771
2020-03-18,-0.013365489942932463,0.019559492852144922,0.0010854737710934187,0.013718034735404196,0.03842170650067679,-0.0010211817762046911,-0.013990397864802476,0.004175132921886799,0.01481607545516067,0.005008864266567203
2020-03-19,-0.00534657596382118,0.007601894707287668,0.008951196050469915,-0.043851722592423634,0.078772005043751,-0.004983599334221348,0.00013810234205440084,-0.00046427730174890204,-0.014326790674530594,0.031554202447926005
2020-03-20,0.005684960266892363,0.018240223606240495,-0.018334665461226134,0.05370820177106826,-0.0236881497780193,-0.0014341970124625365,-0.0004084698584062925,-0.008390064264792543,0.03190738100202553,0.03497923791644925
2020-03-21,-0.030954495223500692,-0.0014465628522071852,0.00010530735287619182,-0.04297341543932058,-0.0837697506839854,0.021885146875977153,0.00226290339935042,0.0037735285185155508,0.014695390457265273,-0.013632734891636179
2020-03-22,0.031024794608625613,-0.0010151613785999488,0.0012278133464704284,0.013349711734206543,-0.0382556855318186,0.004469193270877468,0.011446204144888257,0.004971761524102664,-0.02456481785886821,-0.006097570820879119
2020-03-23,0.017969873191913795,0.006731227819765686,0.010247030054369817,0.026492698071393286,-0.18638202191896067,0.008457269500324553,-0.020764745896250016,0.002577513071490053,0.008557833587646918,0.006419981355102755
2020-03-24,-0.042087310588316704,0.011201032944165128,0.014482129205970341,-0.024326929544580295,-0.04461469531928877,0.008769075911230112,0.008014488323813315,-0.0041177232835660875,0.004019046579139665,0.038928846580476635
2020-03-25,0.04864756581386799,0.006965994402535395,-0.002038922693379395,0.010077212493623477,-0.082023207224299,0.011184211331879478,-0.004906070438098289,-0.00048013656153982737,0.014050696829165666,0.01151994228919741
2020-03-26,0.06087667528091749,0.005380172916149176,-0.011845186665358649,0.045875880020557466,0.16579240532738085,0.011613514386873795,0.00843222355779186,-0.002453849094315683,0.015243981638298014,0.05334494430161722
2020-03-27,0.039363387134789526,-0.01041324572578061,0.015672354239271245,0.0041563435475069485,-0.04119002374503168,-0.006104664469959762,0.002236533478694261,-0.0009985561866391374,0.025414484730732673,0.025100830953977464
2020-03-28,-0.0013977450743705268,0.01055127572641839,0.014178856330562904,-0.02610300962485322,-0.11943432404741353,-0.0011518780242364048,-0.009854342859645619,0.006984425963633365,-0.03202440438256064,-0.05835288437287841
2020-03-29,-0.02812257864531627,0.0054364254198287386,-0.002620053481533805,-0.09705082131274492,0.07366734231464896,-0.0066076030859568815,0.009242683900789984,0.008147898166965779,0.004041434834666497,0.045921339510753716
2020-03-30,0.035633551807934094,0.025589678158238392,0.005508884940877463,-0.029014417590041332,-0.010016842147900244,-0.006111632283050703,-0.006895720771120625,0.0038470909670483056,-0.023643800808169038,-0.021120696367369112
2020-03-31,-0.008095308409195388,0.02697835759803014,0.00581866234126697,-0.015687755847005637,0.007888240535150883,0.0124150773743467,0.005729453532755335,0.0032437255988916475,0.018886835982826124,0.026481804023078606
2020-04-01,0.04067335211147283,0.006703128349678877,0.007662754414424561,-0.01307460787259659,0.019091696258814427,-0.004017555471945,-0.005418764811366593,0.003883144947779429,-0.035950000065192,0.004680917506161319
2020-04-02,0.01024824934230581,-0.004505699001802284,0.004042079789141119,-0.028599866307952585,0.020745079077969443,0.00020848638816857164,-0.004274871060047664,0.0004387890669677845,-0.06171711464291674,0.0419913667912108
2020-04-03,0.03329917109451138,-0.009774608149084447,0.016066962416613706,0.018205333193962017,-0.025955593320502124,-0.005928263420058225,0.0016252967643917437,0.00012168269256466861,-0.00908216194383111,0.006864333319930013
2020-04-04,0.014690991915232056,0.011469887081282257,-0.015379595043845678,-0.015114794717244678,0.08037588778007393,-0.0049340277104311546,0.01954742322683774,-0.0028682259368803696,0.08035261652261694,0.010680794729741216
2020-04-05,0.025197195045758444,0.004546801366971188,0.01240823953390729,0.0011690983141787073,0.045859813000836344,0.00888237943539679,0.0074415314613054985,0.00022066274974963054,0.03850243832044377,-0.06114645501897741
2020-04-06,0.004315000621624614,-0.003877073511421512,0.005804719702150005,0.028767505993892748,-0.03566548159491632,-0.0034542999149860523,0.00030418661814645304,0.011799734933131308,0.0065333640035976775,0.059719684155060807
2020-04-07,0.05757611481717505,0.0038719371366849387,-0.00017135268744879369,-0.024940300903095847,-0.009717168769494864,-0.0038212018670721907,0.01712842852298061,0.004845196646269128,0.0785874338529636,0.006004249826987284
2020-04-08,0.007807362781108598,-0.009400016878962584,0.013735314984949535,-0.005507212608184274,-0.07154948795282516,0.0059355766095143,0.0008060842883082538,-0.0012105851171343154,-0.0018306620783859586,-0.010819290026790905
2020-04-09,0.016059680903341048,0.01696064068144438,-0.02143603190999962,0.08053522697199217,0.026469174033449738,0.006004873274970344,-0.0024749920586741208,-0.0018596332606676071,-0.0015864004262445709,0.05637550216969641
2020-04-10,0.060494520911687624,-0.005942571295719964,0.01361521490740773,0.035600000291368214,0.06305976890380367,0.008924226173066343,-0.009181376363161992,-0.0038224499579287293,0.029615885715713847,0.027451081859796105
2020-04-11,-0.03643277183427339,0.027490154096109977,0.005860780476035945,-0.04027378211726246,0.05606025848176688,0.002707644524655671,0.0021706673065650895,0.002371851748687878,0.013221361049913163,0.014589020026740146
2020-04-12,-0.03411454995457201,0.011069832835816001,-0.009331332736769825,0.0022090671635049907,0.0531792503659118,-0.016537408604770463,0.0016660196549989578,0.002457728467512903,0.0018327364351339898,0.024195964565361952
2020-04-13,0.033081901244740336,0.01487157046474134,0.006330925546566909,0.0247569931403109,-0.006125487573940623,0.007302964765895014,-0.0063225732446777205,-0.006715608285004691,-0.010065430022416885,0.007470118110525179
2020-04-14,-0.031193702153424794,-0.01889823691482084,-0.0010408643880131557,0.04817148655586047,0.1303099397659083,0.005983292147002581,-0.01864021150512184,0.0029316759862085115,0.002036832825301909,-0.03782049230401913
2020-04-15,0.06230863556947877,0.006387648661173362,0.027852948680645494,0.01021452381383468,-0.012574534174896311,0.011181376095646092,-0.0008990231475850038,-0.0023473613525924852,0.03557833341791568,-0.045928401057677426
2020-04-16,-0.00840856942279242,0.017811129021925495,0.02035332722864825,-0.013570375052428654,0.0064053665391019055,-0.007464686168782806,0.001649245868629923,0.0076336057832441795,-0.03528899674418692,0.041803044751776444
2020-04-17,-0.01842364434322273,-0.016074012036158693,0.006406898724151096,-0.02056843252926656,-0.022894387170823118,0.026208076341549917,-0.0034500464140362554,0.0012842199185209187,-0.016061792064054673,0.04719674037006182
2020-04-18,0.061688260794411545,-0.0023243701200724417,-0.005192538414266773,0.027577169474436822,0.010501101676000758,-0.011323861148032736,-0.009033162644979728,0.009088650248301177,0.04424122211028106,0.026611522053703564
2020-04-19,0.048415443743032735,0.0036522909338671714,-0.003834145945790076,0.015957113090843727,-0.015241934195230279,0.008269532606897998,-0.010228273555534633,-0.0017906339644300465,0.07994070530268169,0.01736254066876263
2020-04-20,0.06002676881279709,-0.024462346404935116,-0.001250496283817861,-0.013082677367935239,0.16657434604451604,0.0014595522410229037,-0.004344456054260393,-0.0009399193326039064,-0.051216456197731436,0.04383444805106104
2020-04-21,0.031181339748261556,0.009303187840845835,-0.0036023450623779707,-0.0016175083252499486,0.03806773704421949,-0.0038713264551119477,0.01412937855309181,0.001999041761349499,0.01615123519147793,0.051188963921738405
2020-04-22,-0.021836770551641075,0.01992321295170067,-0.007022460680705018,-0.009566930529555182,-0.13063719110866742,0.009161323611566394,0.002026877701276071,0.005779741495822693,0.052969015855897625,0.02190435234622024
2020-04-23,0.061301948592971015,-0.014190318816639728,-0.0039097227546944545,0.03036301803838075,-0.03071091033844089,-0.0018143012121166766,-0.015826205980123374,0.0033294124431370296,-0.0026821743304966473,0.04496835737647565
2020-04-24,-0.004040101128541411,0.010010919573282148,-0.0007617949225073779,-0.019148623705985305,-0.10929820241886586,-0.022356218209439036,0.006933014459141216,-0.005667619718637815,-0.013333974900792231,0.040340809265657265
2020-04-25,0.028073691873891853,-0.023245668224748637,-0.003168838937325868,0.022024506634401534,0.07439191966145699,-0.010672784497101729,-0.003978950479904516,0.001414503508073834,0.041265272812206696,-0.016207967228158877
2020-04-26,0.03241755903321244,0.0022260898146789776,-0.004985899499363887,0.03480316326696479,0.11396745858982232,0.005576580715863195,0.023890342280653204,0.0006112236927028024,-0.012604132957472518,0.03756539270537941
2020-04-27,-0.0006503027927250256,-0.0293154470940659,-0.007288919245238192,0.022018726413790896,-0.032083432752955096,0.023379656117362698,-0.002633228647788473,-0.00164534296777996,-0.01768068263750093,-0.03579536710689917
2020-04-28,0.02242238111038241,0.025428354164713278,0.027504382358796597,-0.02419839477351247,0.053082610249012466,-0.013812592014760094,-9.617563055811364e-05,-0.0027405264644618003,-0.013146489335049538,-0.085329477107625
2020-04-29,0.0316662001469958,0.011178010758736555,-0.012731732477998857,0.05207473598177833,-0.012812525036751739,0.0008305468227230747,0.0024416833187520855,0.009237886196743223,-0.0377000950257861,0.03219819565858002
2020-04-30,0.015292765934668882,0.002507660882484433,-0.008214147305220664,-0.018737443776940314,0.036644653258267365,0.015507335435185753,0.003368792984646903,-0.0014519324068078176,-0.0678563942105114,-0.011070590422478398
2020-05-01,-0.028982023717525836,-0.012503232383383193,0.006323957009796062,0.019925227605402638,0.14259188040993118,0.007068703191418529,0.0010185969272428208,-0.003729613185639039,0.03862049427716066,0.08261282259365206
2020-05-02,0.01294714522618168,0.02847511860317553,-0.0012358007007652397,-0.02136671777591153,-0.02395583661315431,-0.0027562084407857,0.0010155094434038427,0.003685564164062202,0.05464285111370941,-0.04477618749369061
2020-05-03,0.043791576900610904,0.042342034985094694,0.006238247078658807,-0.056043858772438296,-0.09465094580202518,-0.013219245490984462,-0.0016958725420280363,0.0011531148863112657,0.010713568564458893,0.04257239566769153
2020-05-04,-0.016837035791940964,-0.03415963728893504,0.009991799950350154,0.012901259318603704,0.06146195111653721,-0.016811512980070203,-0.005032564978133222,0.00012093066847041086,-0.0020484653391282517,-0.004632316394980153
2020-05-05,-0.0004890362098301229,0.027723280609056405,0.014626136633248202,0.015046230764318855,0.04532477059579906,-0.006479057873130808,-0.0032391086987830476,0.004406509055252462,0.018989353203656176,0.01583228981691196
2020-05-06,-0.009054606551649122,0.03555301506297813,0.009519648492148806,0.0022895663804021233,0.057904119320074776,-0.002684095309850942,-0.011344168585947395,0.002943127079463428,-0.0014401430102696,-0.03882158517573865
2020-05-07,0.059477911854380255,0.009760233931489516,-0.007937609831185908,0.014662397403499512,0.08611639750979633,-0.021491181284434786,-0.004781731778783587,0.0023109500047554634,-0.04849445783902846,0.10105371892918234
2020-05-08,0.024168842710373062,-0.020985360646703723,0.01309143281361648,-0.01769438109072686,-0.050491874325385766,-0.015936750408421893,-0.006135338875018865,0.005321002421957046,-0.03231251700915397,-0.006196389714014009
2020-05-09,0.016223855087233313,0.02026690635088043,-0.015649177282757554,-0.02081126931105655,-0.15328117768853103,0.004036484653082397,-0.0038373648389874704,0.0019181821191739511,0.016727245483168725,0.08623203181739984
2020-05-10,-0.01909748223335949,-0.0006184060415630093,0.0008557870296987933,-0.0008831534517670069,0.0872725093436011,-0.0030899233803777645,-0.003952440743145054,-0.0025846097454523638,-0.007664048434960781,0.0017224213014694857
2020-05-11,0.020177475738754516,-0.009078412555865147,-0.002981741939217585,0.07182468832432982,-0.028692024980994314,-0.00654830590411252,-0.000919592259369063,-0.0013114111420986176,-0.04269607361008976,-0.04374505659011564
2020-05-12,-0.016229979819721282,-0.021601162713339235,-0.00860799036330432,0.033518508943796384,-0.0925920368665407,-0.003075191652021827,0.005024009425703441,-0.00210486167652156,-0.039176272293928296,-0.02727481985270439
2020-05-13,0.004954916748230536,0.014010749919524307,0.00791666520727679,-0.013199711393414724,-0.08946322256796392,-0.007126247611063045,-0.00259462565973666,0.0015486102848830028,0.032467819333637335,0.05772167567608279
